price,metro_stations_list,metro_station,walk_time,rooms,floor,floors_total,square_total,square_kitchen,ceiling_height,wall_material,renovation,year_built,owners_count,infrastructure,yard_improvement,publication_date,edit_date,ad_id,url,square_living
14700000,"Марьино: 11 мин, Перерва: 14 мин, Братиславская: 15 мин",Марьино,11 мин,2.0,7.0,14.0,52.4,10.0,2.7,,Есть ремонт,,,"Школы, Магазины, Торговые центры",Парковка,,,322876300,https://www.cian.ru/sale/flat/322876300/,37.4
16700000,"Яхромская: 6 мин, Селигерская: 21 мин, Бескудниково: 25 мин",Яхромская,6 мин,1.0,9.0,21.0,33.6,12.6,2.8,Монолитный,Евроремонт,2018.0,,"Школы, Магазины","Видеонаблюдение, Охрана, Парковка",,,321838968,https://www.cian.ru/sale/flat/321838968/,19.0
23990000,"Нагатинская: 15 мин, Коломенская: 24 мин, Нагорная: 6 мин",Нагорная,6 мин,1.0,26.0,26.0,31.0,10.0,,,,2024.0,,"Школы, Магазины","Видеонаблюдение, Парковка",,,323160627,https://www.cian.ru/sale/flat/323160627/,
5300000,"Печатники: 20 мин, Депо: 12 мин, Люблино: 15 мин",Депо,12 мин,,7.0,9.0,13.7,3.7,2.64,Панельный,,,,"Школы, Магазины",Парковка,,,312711799,https://www.cian.ru/sale/flat/312711799/,
13490000,"Верхние Лихоборы: 3 мин, Дегунино: 13 мин, Селигерская: 17 мин, Окружная: 18 мин",Верхние Лихоборы,3 мин,1.0,8.0,14.0,38.0,8.0,,Панельный,,,,Магазины,Парковка,,,321741994,https://www.cian.ru/sale/flat/321741994/,20.0
34000000,"Тверская: 8 мин, Пушкинская: 7 мин, Чеховская: 7 мин, Маяковская: 8 мин, Новослободская: 14 мин, Цветной бульвар: 16 мин, Менделеевская: 17 мин, Трубная: 18 мин",Пушкинская,7 мин,1.0,4.0,7.0,50.0,12.0,3.2,Кирпичный,,,,"Школы, Торговые центры",,,,319390288,https://www.cian.ru/sale/flat/319390288/,25.0
11200000,"Красный Балтиец: 12 мин, Войковская: 19 мин, Балтийская: 4 мин",Балтийская,4 мин,,7.0,7.0,38.7,6.0,,Монолитный,Дизайнерский ремонт,,,Магазины,Парковка,,,322598735,https://www.cian.ru/sale/flat/322598735/,22.9
26362500,"Угрешская: 5 мин, Волгоградский проспект: 12 мин, Дубровка: 17 мин",Угрешская,5 мин,4.0,27.0,30.0,78.3,6.0,2.87,,,2024.0,,Школы,Парковка,,,323278203,https://www.cian.ru/sale/flat/323278203/,56.0
23700000,"Шаболовская: 7 мин, Тульская: 18 мин, Ленинский проспект: 20 мин",Шаболовская,7 мин,3.0,5.0,5.0,55.6,6.0,2.64,Монолитный,Есть ремонт,,,"Школы, Магазины",Парковка,,,321183094,https://www.cian.ru/sale/flat/321183094/,
18500000,"Строгино: 14 мин, Мякинино: 23 мин, Волоколамская: 8 мин",Волоколамская,8 мин,3.0,5.0,22.0,72.0,9.0,,Панельный,,,,"Школы, Магазины",Парковка,,,311527579,https://www.cian.ru/sale/flat/311527579/,48.0
20500000,"Планерная: 19 мин, Сходненская: 24 мин, Митино: 6 мин",Митино,6 мин,2.0,12.0,14.0,58.7,10.0,2.7,Монолитный,Есть ремонт,,,"Школы, Магазины",Парковка,,,323241948,https://www.cian.ru/sale/flat/323241948/,33.1
57500000,"Смоленская: 11 мин, Баррикадная: 14 мин, Арбатская: 16 мин, Краснопресненская: 17 мин",Смоленская,11 мин,4.0,1.0,4.0,125.0,16.0,3.0,Кирпичный,Есть ремонт,,,,Парковка,,,320695730,https://www.cian.ru/sale/flat/320695730/,80.0
18100000,"Аэропорт: 17 мин, Гражданская: 5 мин, Петровский Парк: 19 мин",Гражданская,5 мин,2.0,7.0,9.0,50.0,6.9,,Панельный,,,,,Парковка,,,322607908,https://www.cian.ru/sale/flat/322607908/,31.8
15300000,"Говорово: 16 мин, Мещерская: 25 мин, Солнцево: 7 мин",Солнцево,7 мин,1.0,5.0,10.0,36.1,12.0,2.8,Кирпичный,Евроремонт,2016.0,,"Школы, Магазины, Торговые центры",Парковка,,,322817256,https://www.cian.ru/sale/flat/322817256/,
26000000,"Динамо: 5 мин, Петровский Парк: 9 мин, Белорусская: 19 мин",Динамо,5 мин,1.0,7.0,14.0,37.0,10.0,3.0,Монолитный,Есть ремонт,2019.0,,"Школы, Магазины",Парковка,,,323492689,https://www.cian.ru/sale/flat/323492689/,
27990000,"Терехово : 5 мин, Молодёжная: 6 мин, Мнёвники: 7 мин",Терехово ,5 мин,1.0,12.0,16.0,44.0,18.0,3.2,Монолитный,,2025.0,1.0,"Школы, Магазины",Парковка,,,322619335,https://www.cian.ru/sale/flat/322619335/,15.0
13100000,"Новомосковская: 8 мин, Коммунарка: 12 мин, Потапово: 24 мин",Новомосковская,8 мин,2.0,2.0,9.0,42.8,10.0,2.8,Монолитный,Евроремонт,2021.0,1.0,,Парковка,,,322934496,https://www.cian.ru/sale/flat/322934496/,22.0
17300000,"Потапово: 19 мин, Ольховая: 6 мин, Коммунарка: 7 мин",Ольховая,6 мин,2.0,13.0,14.0,56.7,13.5,,Монолитный,Есть ремонт,,,"Школы, Магазины",,,,321856304,https://www.cian.ru/sale/flat/321856304/,32.0
12700000,"Текстильщики: 20 мин, Волжская: 14 мин, Печатники: 15 мин, Печатники: 18 мин",Волжская,14 мин,1.0,3.0,10.0,38.7,8.1,2.8,Панельный,Есть ремонт,,,"Школы, Магазины, Торговые центры",Парковка,,,323191236,https://www.cian.ru/sale/flat/323191236/,17.8
14000000,"Филатов Луг: 10 мин, Саларьево: 4 мин, Прокшино: 5 мин",Саларьево,4 мин,2.0,11.0,22.0,40.5,15.1,,,,2022.0,,Школы,Парковка,,,323088714,https://www.cian.ru/sale/flat/323088714/,14.4
103000000,"Щукинская: 10 мин, Стрешнево: 6 мин, Октябрьское поле: 10 мин",Стрешнево,6 мин,4.0,2.0,6.0,219.4,37.4,,Кирпичный,,2008.0,,Школы,"Охрана, Парковка",,,316819636,https://www.cian.ru/sale/flat/316819636/,66.2
17500000,"Перерва: 15 мин, Курьяново: 15 мин, Курьяново: 20 мин, Марьино: 25 мин",Перерва,15 мин,2.0,9.0,12.0,52.0,9.0,2.64,Панельный,Есть ремонт,,,,Парковка,,,317110958,https://www.cian.ru/sale/flat/317110958/,30.0
11800000,"Рассказовка: 7 мин, Аэропорт Внуково: 8 мин, Филатов Луг: 10 мин",Рассказовка,7 мин,1.0,3.0,24.0,39.0,10.5,2.75,Панельный,Евроремонт,2015.0,,"Школы, Магазины, Торговые центры",Парковка,,,323437668,https://www.cian.ru/sale/flat/323437668/,14.5
175000000,"Динамо: 21 мин, Белорусская: 8 мин, Белорусская: 12 мин",Белорусская,8 мин,4.0,14.0,24.0,180.0,20.0,,Кирпичный,,2018.0,,"Школы, Магазины",Парковка,,,310694015,https://www.cian.ru/sale/flat/310694015/,120.0
7100000,"Марьино: 19 мин, Перерва: 16 мин, Курьяново: 20 мин",Перерва,16 мин,,2.0,6.0,30.0,5.0,4.6,Монолитный,,2021.0,,"Школы, Магазины","Видеонаблюдение, Охрана, Парковка",,,313373725,https://www.cian.ru/sale/flat/313373725/,19.0
220000000,"Народное Ополчение: 5 мин, Мнёвники: 6 мин, Хорошёвская: 6 мин",Народное Ополчение,5 мин,,3.0,3.0,420.0,30.0,3.6,Монолитно-кирпичный,,2019.0,,,Парковка,,,323201706,https://www.cian.ru/sale/flat/323201706/,
15690000,"Шипиловская: 4 мин, Красногвардейская: 12 мин, Зябликово: 14 мин",Шипиловская,4 мин,3.0,5.0,9.0,58.3,6.0,,Монолитный,,,,Школы,Парковка,,,321063022,https://www.cian.ru/sale/flat/321063022/,43.0
28800000,"Курская: 4 мин, Чкаловская: 7 мин, Курская: 7 мин, Красные ворота: 16 мин",Курская,4 мин,3.0,9.0,9.0,65.5,6.0,,,,,,,Парковка,,,319323338,https://www.cian.ru/sale/flat/319323338/,45.0
15490000,"Спартак: 6 мин, Тушинская: 8 мин, Стрешнево: 5 мин",Стрешнево,5 мин,,19.0,21.0,35.0,15.0,3.0,Монолитный,Есть ремонт,2022.0,,"Школы, Магазины","Видеонаблюдение, Парковка",,,322974551,https://www.cian.ru/sale/flat/322974551/,15.0
14500000,"Яхромская: 24 мин, Лианозово: 24 мин, Лианозово: 24 мин",Яхромская,24 мин,2.0,8.0,9.0,44.7,6.0,2.6,Монолитный,Есть ремонт,,,"Школы, Магазины, Торговые центры",Парковка,,,320852224,https://www.cian.ru/sale/flat/320852224/,30.0
44999999,"Шелепиха: 16 мин, Шелепиха: 13 мин, Звенигородская: 25 мин, Фили: 5 мин",Фили,5 мин,3.0,4.0,19.0,82.4,10.0,3.2,Монолитный,,2018.0,,"Школы, Магазины",Парковка,,,315380729,https://www.cian.ru/sale/flat/315380729/,60.0
27500000,"Аэропорт: 18 мин, Зорге: 11 мин, Панфиловская: 15 мин, Сокол: 16 мин",Зорге,11 мин,2.0,5.0,7.0,61.4,8.7,3.0,Кирпичный,,,,,Парковка,,,316613423,https://www.cian.ru/sale/flat/316613423/,33.7
20500000,"Савёловская: 2 мин, Савёловская: 6 мин, Савёловская: 8 мин, Дмитровская: 19 мин",Савёловская,2 мин,2.0,8.0,9.0,42.3,5.0,2.6,Кирпичный,Дизайнерский ремонт,,,Магазины,Парковка,,,318617770,https://www.cian.ru/sale/flat/318617770/,31.0
12200000,"Филатов Луг: 4 мин, Саларьево: 6 мин, Рассказовка: 8 мин",Филатов Луг,4 мин,1.0,4.0,22.0,34.7,8.0,,Монолитный,,2021.0,,"Школы, Магазины",Парковка,,,323363643,https://www.cian.ru/sale/flat/323363643/,16.0
42550000,"Белорусская: 2 мин, Белорусская: 4 мин, Маяковская: 15 мин, Менделеевская: 19 мин",Белорусская,2 мин,,6.0,10.0,46.0,5.0,,Монолитный,,2023.0,,Школы,"Видеонаблюдение, Парковка",,,321270427,https://www.cian.ru/sale/flat/321270427/,31.0
12700000,"Коммунарка: 16 мин, Новомосковская: 21 мин, Потапово: 24 мин",Коммунарка,16 мин,1.0,13.0,17.0,45.0,10.0,,Кирпичный,,,,Школы,Парковка,,,323544085,https://www.cian.ru/sale/flat/323544085/,
16000000,"Крымская: 10 мин, Крымская: 10 мин, Верхние котлы: 18 мин",Крымская,10 мин,1.0,8.0,9.0,32.6,7.0,,Панельный,Есть ремонт,,,Магазины,Парковка,,,320775808,https://www.cian.ru/sale/flat/320775808/,18.0
139000000,"Аэропорт: 12 мин, ЦСКА: 13 мин, Петровский Парк: 15 мин, Динамо: 15 мин",Аэропорт,12 мин,4.0,6.0,41.0,138.0,10.0,3.2,Монолитный,,2021.0,,"Школы, Торговые центры",Парковка,,,315966395,https://www.cian.ru/sale/flat/315966395/,102.0
10300000,"Люблино: 19 мин, Братиславская: 24 мин, Марьино: 7 мин",Марьино,7 мин,1.0,1.0,14.0,36.5,6.9,2.75,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,276894966,https://www.cian.ru/sale/flat/276894966/,
12000000,"Филатов Луг: 7 мин, Прокшино: 21 мин, Коммунарка: 7 мин",Филатов Луг,7 мин,1.0,12.0,25.0,22.8,9.0,,Монолитный,,,,"Магазины, Торговые центры",Парковка,,,322551310,https://www.cian.ru/sale/flat/322551310/,
11900000,"Шипиловская: 20 мин, Домодедовская: 23 мин, Борисово: 23 мин",Шипиловская,20 мин,1.0,18.0,22.0,42.0,10.4,,Монолитный,Есть ремонт,,,"Школы, Магазины",,,,323078939,https://www.cian.ru/sale/flat/323078939/,17.0
28900000,"Народное Ополчение: 10 мин, Мнёвники: 3 мин, Хорошёвская: 5 мин",Мнёвники,3 мин,2.0,37.0,62.0,38.0,12.0,3.1,Монолитный,Есть ремонт,2022.0,,"Школы, Магазины",Парковка,,,319969914,https://www.cian.ru/sale/flat/319969914/,20.0
13000000,"Отрадное: 5 мин, Дегунино: 24 мин, Бибирево: 5 мин",Отрадное,5 мин,1.0,2.0,33.0,38.0,13.0,2.8,,Есть ремонт,2025.0,,"Школы, Магазины",Парковка,,,323086253,https://www.cian.ru/sale/flat/323086253/,22.0
24299000,"Октябрьское поле: 24 мин, Серебряный Бор: 21 мин, Щукинская: 5 мин, Панфиловская: 5 мин",Щукинская,5 мин,2.0,3.0,25.0,57.4,14.6,3.1,,,2024.0,,Школы,Парковка,,,321909965,https://www.cian.ru/sale/flat/321909965/,24.2
13290000,"Лианозово: 18 мин, Лианозово: 18 мин, Марк: 24 мин",Лианозово,18 мин,2.0,1.0,16.0,56.0,10.1,,Панельный,Есть ремонт,,,"Школы, Магазины",Парковка,,,323086807,https://www.cian.ru/sale/flat/323086807/,33.0
16500000,"Филатов Луг: 9 мин, Саларьево: 5 мин, Прокшино: 6 мин",Саларьево,5 мин,2.0,18.0,22.0,46.1,15.1,,,,2024.0,,Школы,Парковка,,,323236614,https://www.cian.ru/sale/flat/323236614/,21.4
11000000,"Братиславская: 7 мин, Марьино: 17 мин, Люблино: 25 мин",Братиславская,7 мин,1.0,6.0,18.0,38.0,8.5,2.64,Панельный,,,,,Парковка,,,322776680,https://www.cian.ru/sale/flat/322776680/,19.0
18000000,"Нижегородская: 10 мин, Нижегородская: 11 мин, Нижегородская: 14 мин, Стахановская: 15 мин",Нижегородская,10 мин,1.0,1.0,8.0,37.5,13.2,,Монолитно-кирпичный,Дизайнерский ремонт,2019.0,,Торговые центры,Парковка,,,321969933,https://www.cian.ru/sale/flat/321969933/,16.8
4500000,"Алтуфьево: 2 мин, Бибирево: 23 мин, Лианозово: 3 мин",Алтуфьево,2 мин,,10.0,12.0,17.2,,2.65,Панельный,,,,Магазины,Парковка,,,323523112,https://www.cian.ru/sale/flat/323523112/,
135000000,"Красные ворота: 11 мин, Чистые пруды: 11 мин, Курская: 12 мин, Тургеневская: 12 мин, Сретенский бульвар: 14 мин, Курская: 15 мин, Чкаловская: 16 мин, Китай-город: 17 мин",Красные ворота,11 мин,3.0,5.0,6.0,105.0,16.0,3.3,Кирпичный,,,,"Школы, Магазины","Видеонаблюдение, Охрана, Парковка",,,321209092,https://www.cian.ru/sale/flat/321209092/,64.0
152000000,"Смоленская: 5 мин, Киевская: 13 мин, Краснопресненская: 21 мин",Смоленская,5 мин,3.0,10.0,16.0,159.4,10.0,3.0,Монолитный,,2010.0,,Школы,Парковка,,,314433652,https://www.cian.ru/sale/flat/314433652/,
17999000,"Сокол: 7 мин, Панфиловская: 10 мин, Октябрьское поле: 18 мин",Сокол,7 мин,2.0,2.0,8.0,42.5,6.8,2.7,Кирпичный,Есть ремонт,,,"Школы, Магазины",Парковка,,,314893195,https://www.cian.ru/sale/flat/314893195/,31.5
7200000,"Бунинская аллея: 10 мин, Щербинка: 4 мин, Силикатная: 9 мин",Щербинка,4 мин,,10.0,22.0,28.0,,2.7,Кирпичный,,2016.0,,"Школы, Магазины",Парковка,,,323070929,https://www.cian.ru/sale/flat/323070929/,18.0
